2000-01-03 | Bull | 102.9 / 3.4% | HEAD 3% | TAIL 33% | B/ATR nan
2005-11-11 | Bear | 31.12 / -1.6% | HEAD 52% | TAIL 11% | B/ATR 0.6
2005-11-14 | Bull | 31.88 / 1.9% | HEAD 7% | TAIL 43% | B/ATR 0.8
2005-11-15 | Bear | 31.47 / -0.7% | HEAD 148% | TAIL 65% | B/ATR 0.3
2005-11-16 | Bear | 31.55 / -0.3% | HEAD 200% | TAIL 145% | B/ATR 0.1
2005-11-17 | Bull | 31.88 / 1.0% | HEAD 21% | TAIL 70% | B/ATR 0.4
2005-11-18 | Bear | 31.88 / -0.8% | HEAD 119% | TAIL 107% | B/ATR 0.3
2005-11-21 | Bull | 31.8 / 0.6% | HEAD 25% | TAIL 150% | B/ATR 0.2
2005-11-22 | Bull | 32.55 / 2.6% | HEAD 60% | TAIL 22% | B/ATR 1.0
2005-11-23 | Bear | 32.2 / -1.3% | HEAD 28% | TAIL 19% | B/ATR 0.5
2005-11-25 | Bull | 32.16 / 0.2% | HEAD 463% | TAIL 25% | B/ATR 0.1
2005-11-28 | Bear | 32.0 / -0.8% | HEAD 20% | TAIL 88% | B/ATR 0.3
2005-11-29 | Bear | 31.86 / -1.2% | HEAD 154% | TAIL 3% | B/ATR 0.5
2005-11-30 | Bull | 32.48 / 1.5% | HEAD 6% | TAIL 67% | B/ATR 0.6
2005-12-01 | Bull | 33.85 / 3.5% | HEAD 9% | TAIL 0% | B/ATR 1.4
2005-12-02 | Bull | 34.11 / 0.8% | HEAD 69% | TAIL 100% | B/ATR 0.3
2005-12-05 | Bear | 33.21 / -1.7% | HEAD 29% | TAIL 12% | B/ATR 0.7
2005-12-06 | Bear | 33.29 / -0.9% | HEAD 123% | TAIL 29% | B/ATR 0.4
2005-12-07 | Bull | 33.56 / 0.5% | HEAD 206% | TAIL 200% | B/ATR 0.2
2005-12-08 | Bear | 32.63 / -3.7% | HEAD 15% | TAIL 30% | B/ATR 1.5
2005-12-09 | Bull | 33.37 / 1.2% | HEAD 76% | TAIL 92% | B/ATR 0.5
2005-12-12 | Bull | 33.57 / 0.1% | HEAD 900% | TAIL 900% | B/ATR 0.0
2005-12-13 | Bull | 33.51 / 0.2% | HEAD 413% | TAIL 213% | B/ATR 0.1
2005-12-14 | Bull | 33.71 / 0.7% | HEAD 126% | TAIL 17% | B/ATR 0.3
2005-12-15 | Bear | 33.29 / -1.6% | HEAD 26% | TAIL 34% | B/ATR 0.6
2005-12-16 | Bear | 33.07 / -1.4% | HEAD 9% | TAIL 2% | B/ATR 0.6
2005-12-19 | Bear | 32.03 / -2.4% | HEAD 23% | TAIL 10% | B/ATR 1.0
2005-12-20 | Bear | 31.84 / -0.8% | HEAD 212% | TAIL 19% | B/ATR 0.3
2005-12-21 | Bull | 32.07 / 0.1% | HEAD 825% | TAIL 425% | B/ATR 0.0
2005-12-22 | Bull | 32.72 / 2.5% | HEAD 16% | TAIL 0% | B/ATR 1.0
2005-12-23 | Bull | 32.93 / 0.4% | HEAD 285% | TAIL 31% | B/ATR 0.2
2005-12-27 | Bear | 32.32 / -2.4% | HEAD 19% | TAIL 18% | B/ATR 0.9
2005-12-28 | Bull | 32.71 / 1.0% | HEAD 15% | TAIL 36% | B/ATR 0.4
2005-12-29 | Bear | 32.41 / -0.8% | HEAD 73% | TAIL 12% | B/ATR 0.3
2005-12-30 | Bear | 32.07 / -0.6% | HEAD 61% | TAIL 78% | B/ATR 0.2
2006-01-03 | Bull | 33.24 / 3.4% | HEAD 19% | TAIL 15% | B/ATR 1.3
2006-01-04 | Bull | 33.54 / 0.5% | HEAD 200% | TAIL 0% | B/ATR 0.2
2006-01-05 | Bull | 34.14 / 1.3% | HEAD 74% | TAIL 9% | B/ATR 0.5
2006-01-06 | Bear | 34.45 / -0.1% | HEAD 320% | TAIL 1200% | B/ATR 0.1
2006-01-09 | Bear | 34.18 / -0.9% | HEAD 141% | TAIL 81% | B/ATR 0.4
2006-01-10 | Bear | 33.84 / -0.3% | HEAD 22% | TAIL 378% | B/ATR 0.1
2006-01-11 | Bear | 33.8 / -0.1% | HEAD 800% | TAIL 1850% | B/ATR 0.0
2006-01-12 | Bear | 33.37 / -1.3% | HEAD 172% | TAIL 16% | B/ATR 0.5
2006-01-13 | Bear | 33.03 / -0.8% | HEAD 4% | TAIL 162% | B/ATR 0.3
2006-01-17 | Bear | 32.24 / -1.3% | HEAD 5% | TAIL 27% | B/ATR 0.5
2006-01-18 | Bull | 31.72 / 0.4% | HEAD 458% | TAIL 75% | B/ATR 0.1
2006-01-19 | Bear | 32.5 / -0.3% | HEAD 200% | TAIL 210% | B/ATR 0.1
2006-01-20 | Bear | 31.66 / -1.8% | HEAD 2% | TAIL 59% | B/ATR 0.7
2006-01-23 | Bear | 31.7 / -0.9% | HEAD 0% | TAIL 203% | B/ATR 0.3
2006-01-24 | Bear | 30.69 / -2.6% | HEAD 116% | TAIL 10% | B/ATR 1.0
2006-01-25 | Bear | 29.89 / -2.6% | HEAD 16% | TAIL 49% | B/ATR 1.0
2006-01-26 | Bear | 30.13 / -0.5% | HEAD 6% | TAIL 381% | B/ATR 0.2
2006-01-27 | Bull | 30.23 / 0.1% | HEAD 2567% | TAIL 333% | B/ATR 0.0
2006-01-30 | Bear | 30.05 / -1.6% | HEAD 40% | TAIL 86% | B/ATR 0.6
2006-01-31 | Bear | 29.23 / -2.5% | HEAD 24% | TAIL 1% | B/ATR 0.9
2006-02-01 | Bull | 29.77 / 2.4% | HEAD 12% | TAIL 52% | B/ATR 0.8
2006-02-02 | Bear | 29.76 / -0.4% | HEAD 383% | TAIL 50% | B/ATR 0.1
2006-02-03 | Bull | 30.0 / 0.3% | HEAD 400% | TAIL 233% | B/ATR 0.1
2006-02-06 | Bull | 30.54 / 1.6% | HEAD 43% | TAIL 0% | B/ATR 0.6
2006-02-07 | Bear | 30.62 / -0.2% | HEAD 0% | TAIL 700% | B/ATR 0.1
2006-02-08 | Bear | 30.72 / -0.3% | HEAD 100% | TAIL 400% | B/ATR 0.1
2006-02-09 | Bull | 31.05 / 0.3% | HEAD 40% | TAIL 180% | B/ATR 0.1
2006-02-10 | Bear | 30.91 / -0.2% | HEAD 212% | TAIL 586% | B/ATR 0.1
2006-02-13 | Bear | 30.48 / -0.6% | HEAD 37% | TAIL 121% | B/ATR 0.2
2006-02-14 | Bull | 30.56 / 0.2% | HEAD 340% | TAIL 780% | B/ATR 0.1
2006-02-15 | Bull | 30.62 / 1.0% | HEAD 6% | TAIL 26% | B/ATR 0.4
2006-02-16 | Bull | 31.75 / 2.9% | HEAD 3% | TAIL 10% | B/ATR 1.1
2006-02-17 | Bear | 31.48 / -0.9% | HEAD 37% | TAIL 67% | B/ATR 0.3
2006-02-21 | Bear | 30.65 / -2.2% | HEAD 16% | TAIL 43% | B/ATR 0.8
2006-02-22 | Bull | 31.02 / 1.4% | HEAD 16% | TAIL 95% | B/ATR 0.5
2006-02-23 | Bear | 29.86 / -2.5% | HEAD 18% | TAIL 7% | B/ATR 0.9
2006-02-24 | Bear | 29.68 / -1.1% | HEAD 59% | TAIL 6% | B/ATR 0.4
2006-02-27 | Bear | 29.64 / -0.4% | HEAD 242% | TAIL 25% | B/ATR 0.1
2006-02-28 | Bull | 29.85 / 1.7% | HEAD 4% | TAIL 10% | B/ATR 0.6
2006-03-01 | Bull | 32.18 / 5.2% | HEAD 23% | TAIL 20% | B/ATR 1.9
2006-03-02 | Bull | 32.35 / 1.5% | HEAD 100% | TAIL 0% | B/ATR 0.6
2006-03-03 | Bull | 32.29 / 0.3% | HEAD 689% | TAIL 189% | B/ATR 0.1
2006-03-06 | Bear | 32.33 / -0.6% | HEAD 200% | TAIL 221% | B/ATR 0.2
2006-03-07 | Bull | 31.26 / 0.4% | HEAD 209% | TAIL 382% | B/ATR 0.1
2006-03-08 | Bull | 31.34 / 0.3% | HEAD 244% | TAIL 322% | B/ATR 0.1
2006-03-09 | Bear | 30.82 / -1.7% | HEAD 50% | TAIL 4% | B/ATR 0.6
2006-03-10 | Bear | 30.77 / -0.6% | HEAD 200% | TAIL 80% | B/ATR 0.2
2006-03-13 | Bull | 30.89 / 0.1% | HEAD 2450% | TAIL 500% | B/ATR 0.0
2006-03-14 | Bull | 31.22 / 1.9% | HEAD 4% | TAIL 4% | B/ATR 0.7
2006-03-15 | Bull | 31.28 / 0.2% | HEAD 867% | TAIL 483% | B/ATR 0.1
2006-03-16 | Bear | 30.15 / -3.1% | HEAD 0% | TAIL 0% | B/ATR 1.1
2006-03-17 | Bull | 30.19 / 0.0% | HEAD 2900% | TAIL 3900% | B/ATR 0.0
2006-03-20 | Bear | 30.12 / -0.2% | HEAD 740% | TAIL 220% | B/ATR 0.1
2006-03-21 | Bull | 30.15 / 0.1% | HEAD 3750% | TAIL 300% | B/ATR 0.0
2006-03-22 | Bear | 30.01 / -0.4% | HEAD 555% | TAIL 45% | B/ATR 0.1
2006-03-23 | Bull | 30.45 / 1.3% | HEAD 48% | TAIL 8% | B/ATR 0.4
2006-03-24 | Bull | 30.89 / 1.4% | HEAD 50% | TAIL 68% | B/ATR 0.5
2006-03-27 | Bull | 31.27 / 1.2% | HEAD 74% | TAIL 11% | B/ATR 0.4
2006-03-28 | Bear | 30.95 / -1.4% | HEAD 105% | TAIL 33% | B/ATR 0.5
2006-03-29 | Bull | 31.99 / 3.1% | HEAD 24% | TAIL 9% | B/ATR 1.1
2006-03-30 | Bull | 33.08 / 0.9% | HEAD 80% | TAIL 57% | B/ATR 0.4
2006-03-31 | Bear | 32.47 / -0.9% | HEAD 97% | TAIL 129% | B/ATR 0.4
2006-04-03 | Bear | 32.29 / -0.7% | HEAD 259% | TAIL 64% | B/ATR 0.3
2006-04-04 | Bull | 32.34 / 0.2% | HEAD 440% | TAIL 840% | B/ATR 0.1
2006-04-05 | Bull | 33.22 / 2.3% | HEAD 38% | TAIL 7% | B/ATR 0.9
2006-04-06 | Bull | 33.63 / 1.3% | HEAD 50% | TAIL 0% | B/ATR 0.5
2006-04-07 | Bear | 33.07 / -2.2% | HEAD 19% | TAIL 16% | B/ATR 0.9
2006-04-10 | Bear | 32.76 / -0.8% | HEAD 60% | TAIL 172% | B/ATR 0.3
2006-04-11 | Bear | 32.89 / -0.6% | HEAD 190% | TAIL 210% | B/ATR 0.2
2006-04-12 | Bull | 32.87 / 0.2% | HEAD 400% | TAIL 360% | B/ATR 0.1
2006-04-13 | Bear | 32.68 / -0.2% | HEAD 300% | TAIL 129% | B/ATR 0.1
2006-04-17 | Bull | 32.68 / 0.0% | HEAD 5900% | TAIL 4100% | B/ATR 0.0
2006-04-18 | Bull | 34.0 / 3.7% | HEAD 0% | TAIL 7% | B/ATR 1.4
2006-04-19 | Bear | 34.45 / -0.2% | HEAD 538% | TAIL 425% | B/ATR 0.1
2006-04-20 | Bull | 35.56 / 2.9% | HEAD 83% | TAIL 15% | B/ATR 1.2
2006-04-21 | Bear | 35.34 / -1.3% | HEAD 20% | TAIL 83% | B/ATR 0.5
2006-04-24 | Bull | 35.03 / 0.1% | HEAD 750% | TAIL 2650% | B/ATR 0.0
2006-04-25 | Bull | 35.51 / 1.5% | HEAD 24% | TAIL 6% | B/ATR 0.6
2006-04-26 | Bear | 34.8 / -1.5% | HEAD 31% | TAIL 42% | B/ATR 0.6
2006-04-27 | Bull | 35.14 / 2.0% | HEAD 71% | TAIL 30% | B/ATR 0.8
2006-04-28 | Bear | 34.71 / -1.0% | HEAD 100% | TAIL 50% | B/ATR 0.4
2006-05-01 | Bear | 34.38 / -1.0% | HEAD 27% | TAIL 67% | B/ATR 0.4
2006-05-02 | Bear | 34.39 / -0.1% | HEAD 480% | TAIL 540% | B/ATR 0.1
2006-05-03 | Bull | 34.81 / 2.0% | HEAD 10% | TAIL 43% | B/ATR 0.8
2006-05-04 | Bear | 34.6 / -0.6% | HEAD 160% | TAIL 85% | B/ATR 0.2
2006-05-05 | Bull | 34.95 / 0.1% | HEAD 400% | TAIL 400% | B/ATR 0.1
2006-05-08 | Bear | 34.53 / -1.6% | HEAD 9% | TAIL 2% | B/ATR 0.6
2006-05-09 | Bear | 34.34 / -0.3% | HEAD 73% | TAIL 245% | B/ATR 0.1
2006-05-10 | Bear | 33.7 / -0.9% | HEAD 100% | TAIL 91% | B/ATR 0.4
2006-05-11 | Bear | 33.36 / -1.6% | HEAD 24% | TAIL 39% | B/ATR 0.6
2006-05-12 | Bear | 33.21 / -0.1% | HEAD 1125% | TAIL 475% | B/ATR 0.0
2006-05-15 | Bear | 32.91 / -0.4% | HEAD 317% | TAIL 475% | B/ATR 0.1
2006-05-16 | Bull | 32.96 / 0.3% | HEAD 364% | TAIL 255% | B/ATR 0.1
2006-05-17 | Bear | 32.14 / -1.9% | HEAD 64% | TAIL 20% | B/ATR 0.7
2006-05-18 | Bear | 31.8 / -1.4% | HEAD 37% | TAIL 2% | B/ATR 0.5
2006-05-19 | Bull | 31.97 / 1.3% | HEAD 67% | TAIL 50% | B/ATR 0.5
2006-05-22 | Bull | 31.62 / 0.4% | HEAD 308% | TAIL 350% | B/ATR 0.1
2006-05-23 | Bear | 30.95 / -3.1% | HEAD 41% | TAIL 7% | B/ATR 1.1
2006-05-24 | Bull | 31.83 / 2.3% | HEAD 24% | TAIL 30% | B/ATR 0.8
2006-05-25 | Bear | 31.71 / -1.7% | HEAD 6% | TAIL 37% | B/ATR 0.6
2006-05-26 | Bear | 31.64 / -0.5% | HEAD 265% | TAIL 147% | B/ATR 0.2
2006-05-30 | Bear | 31.07 / -0.7% | HEAD 100% | TAIL 4% | B/ATR 0.3
2006-05-31 | Bull | 31.23 / 0.0% | HEAD 4600% | TAIL 3000% | B/ATR 0.0
2006-06-01 | Bull | 31.93 / 2.2% | HEAD 7% | TAIL 0% | B/ATR 0.8
2006-06-02 | Bull | 32.13 / 0.4% | HEAD 92% | TAIL 285% | B/ATR 0.1
2006-06-05 | Bear | 31.23 / -3.2% | HEAD 22% | TAIL 11% | B/ATR 1.2
2006-06-06 | Bull | 31.43 / 0.6% | HEAD 94% | TAIL 144% | B/ATR 0.2
2006-06-07 | Bear | 30.72 / -2.6% | HEAD 21% | TAIL 1% | B/ATR 0.9
2006-06-08 | Bull | 30.72 / 0.3% | HEAD 322% | TAIL 700% | B/ATR 0.1
2006-06-09 | Bear | 29.91 / -5.0% | HEAD 4% | TAIL 22% | B/ATR 1.8
2006-06-12 | Bear | 28.96 / -2.6% | HEAD 16% | TAIL 21% | B/ATR 0.9
2006-06-13 | Bull | 28.99 / 0.6% | HEAD 1117% | TAIL 44% | B/ATR 0.2
2006-06-14 | Bear | 28.9 / -0.3% | HEAD 390% | TAIL 380% | B/ATR 0.1
2006-06-15 | Bull | 30.03 / 0.3% | HEAD 275% | TAIL 1150% | B/ATR 0.1
2006-06-16 | Bear | 29.56 / -1.4% | HEAD 88% | TAIL 39% | B/ATR 0.5
2006-06-19 | Bull | 30.0 / 1.0% | HEAD 145% | TAIL 28% | B/ATR 0.3
2006-06-20 | Bull | 29.9 / 0.2% | HEAD 800% | TAIL 660% | B/ATR 0.1
2006-06-21 | Bull | 30.35 / 1.8% | HEAD 79% | TAIL 0% | B/ATR 0.6
2006-06-22 | Bear | 29.67 / -2.1% | HEAD 8% | TAIL 27% | B/ATR 0.7
2006-06-23 | Bear | 29.39 / -0.6% | HEAD 165% | TAIL 141% | B/ATR 0.2
2006-06-26 | Bull | 30.0 / 1.7% | HEAD 8% | TAIL 38% | B/ATR 0.6
2006-06-27 | Bear | 29.65 / -1.2% | HEAD 26% | TAIL 100% | B/ATR 0.4
2006-06-28 | Bear | 28.96 / -1.0% | HEAD 4% | TAIL 129% | B/ATR 0.3
2006-06-29 | Bull | 30.0 / 2.7% | HEAD 33% | TAIL 29% | B/ATR 0.9
2006-06-30 | Bull | 30.29 / 0.8% | HEAD 122% | TAIL 109% | B/ATR 0.3
2006-07-03 | Bull | 30.71 / 0.6% | HEAD 112% | TAIL 29% | B/ATR 0.2
2006-07-05 | Bear | 29.92 / -1.3% | HEAD 20% | TAIL 40% | B/ATR 0.4
2006-07-06 | Bear | 29.5 / -1.2% | HEAD 83% | TAIL 28% | B/ATR 0.4
2006-07-07 | Bear | 29.17 / -0.4% | HEAD 255% | TAIL 455% | B/ATR 0.1
2006-07-10 | Bear | 28.92 / -1.6% | HEAD 64% | TAIL 57% | B/ATR 0.5
2006-07-11 | Bull | 29.63 / 2.5% | HEAD 14% | TAIL 24% | B/ATR 0.8
2006-07-12 | Bear | 29.21 / -1.3% | HEAD 76% | TAIL 57% | B/ATR 0.4
2006-07-13 | Bear | 28.29 / -4.7% | HEAD 0% | TAIL 10% | B/ATR 1.5
2006-07-14 | Bull | 28.75 / 1.6% | HEAD 33% | TAIL 56% | B/ATR 0.5
2006-07-17 | Bear | 28.37 / -0.6% | HEAD 311% | TAIL 278% | B/ATR 0.2
2006-07-18 | Bull | 28.1 / 0.4% | HEAD 350% | TAIL 530% | B/ATR 0.1
2006-07-19 | Bull | 28.2 / 0.3% | HEAD 663% | TAIL 75% | B/ATR 0.1
2006-07-20 | Bear | 28.05 / -1.7% | HEAD 76% | TAIL 20% | B/ATR 0.5
2006-07-21 | Bear | 27.0 / -3.5% | HEAD 1% | TAIL 23% | B/ATR 1.1
2006-07-24 | Bull | 27.84 / 2.0% | HEAD 39% | TAIL 7% | B/ATR 0.6
2006-07-25 | Bull | 28.95 / 1.1% | HEAD 141% | TAIL 50% | B/ATR 0.3
2006-07-26 | Bull | 29.43 / 1.7% | HEAD 81% | TAIL 52% | B/ATR 0.5
2006-07-27 | Bull | 29.48 / 0.3% | HEAD 900% | TAIL 0% | B/ATR 0.1
2006-07-28 | Bear | 29.35 / -0.7% | HEAD 162% | TAIL 62% | B/ATR 0.2
2006-07-31 | Bull | 29.78 / 1.3% | HEAD 55% | TAIL 68% | B/ATR 0.4
2006-08-01 | Bear | 29.15 / -1.1% | HEAD 25% | TAIL 159% | B/ATR 0.3
2006-08-02 | Bull | 29.44 / 0.3% | HEAD 400% | TAIL 412% | B/ATR 0.1
2006-08-03 | Bull | 30.26 / 3.8% | HEAD 21% | TAIL 12% | B/ATR 1.2
2006-08-04 | Bear | 30.03 / -1.5% | HEAD 49% | TAIL 60% | B/ATR 0.5
2006-08-07 | Bull | 29.98 / 0.5% | HEAD 231% | TAIL 37% | B/ATR 0.2
2006-08-08 | Bull | 30.2 / 0.7% | HEAD 95% | TAIL 105% | B/ATR 0.2
2006-08-09 | Bear | 30.49 / -0.7% | HEAD 210% | TAIL 55% | B/ATR 0.2
2006-08-10 | Bull | 31.23 / 3.1% | HEAD 16% | TAIL 19% | B/ATR 1.0
2006-08-11 | Bear | 30.52 / -1.0% | HEAD 16% | TAIL 65% | B/ATR 0.3
2006-08-14 | Bull | 30.9 / 0.7% | HEAD 190% | TAIL 25% | B/ATR 0.2
2006-08-15 | Bull | 32.04 / 1.9% | HEAD 12% | TAIL 12% | B/ATR 0.6
2006-08-16 | Bull | 32.82 / 2.1% | HEAD 23% | TAIL 48% | B/ATR 0.7
2006-08-17 | Bull | 32.95 / 0.4% | HEAD 300% | TAIL 8% | B/ATR 0.1
2006-08-18 | Bull | 33.09 / 0.6% | HEAD 53% | TAIL 332% | B/ATR 0.2
2006-08-21 | Bear | 32.71 / -0.2% | HEAD 150% | TAIL 583% | B/ATR 0.1
2006-08-22 | Bull | 32.49 / 0.3% | HEAD 556% | TAIL 176% | B/ATR 0.1
2006-08-23 | Bear | 31.48 / -3.1% | HEAD 30% | TAIL 18% | B/ATR 1.1
2006-08-24 | Bear | 31.52 / -0.0% | HEAD 1300% | TAIL 4500% | B/ATR 0.0
2006-08-25 | Bull | 31.44 / 0.5% | HEAD 235% | TAIL 59% | B/ATR 0.2
2006-08-28 | Bull | 31.76 / 0.9% | HEAD 82% | TAIL 0% | B/ATR 0.3
2006-08-29 | Bull | 32.3 / 1.3% | HEAD 15% | TAIL 75% | B/ATR 0.4
2006-08-30 | Bull | 32.68 / 1.1% | HEAD 41% | TAIL 74% | B/ATR 0.4
2006-08-31 | Bear | 32.59 / -0.8% | HEAD 0% | TAIL 88% | B/ATR 0.3
2006-09-01 | Bear | 31.93 / -1.1% | HEAD 56% | TAIL 203% | B/ATR 0.4
2006-09-05 | Bull | 32.03 / 1.0% | HEAD 45% | TAIL 94% | B/ATR 0.4
2006-09-06 | Bear | 31.15 / -1.3% | HEAD 32% | TAIL 7% | B/ATR 0.4
2006-09-07 | Bear | 30.5 / -0.8% | HEAD 162% | TAIL 4% | B/ATR 0.3
2006-09-08 | Bull | 31.0 / 1.4% | HEAD 47% | TAIL 16% | B/ATR 0.5
2006-09-11 | Bull | 31.78 / 3.1% | HEAD 32% | TAIL 21% | B/ATR 1.0
2006-09-12 | Bull | 32.5 / 3.4% | HEAD 14% | TAIL 40% | B/ATR 1.1
2006-09-13 | Bear | 32.05 / -0.2% | HEAD 212% | TAIL 625% | B/ATR 0.1
2006-09-14 | Bear | 31.63 / -0.4% | HEAD 69% | TAIL 131% | B/ATR 0.1
2006-09-15 | Bull | 31.93 / 0.2% | HEAD 586% | TAIL 214% | B/ATR 0.1
2006-09-18 | Bull | 32.35 / 2.1% | HEAD 61% | TAIL 0% | B/ATR 0.7
2006-09-19 | Bear | 31.8 / -1.0% | HEAD 53% | TAIL 172% | B/ATR 0.3
2006-09-20 | Bull | 32.34 / 0.7% | HEAD 83% | TAIL 100% | B/ATR 0.3
2006-09-21 | Bear | 31.47 / -3.2% | HEAD 11% | TAIL 2% | B/ATR 1.1
2006-09-22 | Bull | 32.01 / 0.5% | HEAD 231% | TAIL 138% | B/ATR 0.2
2006-09-25 | Bull | 32.74 / 1.6% | HEAD 2% | TAIL 124% | B/ATR 0.5
2006-09-26 | Bull | 33.22 / 1.5% | HEAD 8% | TAIL 88% | B/ATR 0.5
2006-09-27 | Bull | 33.27 / 0.6% | HEAD 295% | TAIL 0% | B/ATR 0.2
2006-09-28 | Bull | 33.89 / 1.5% | HEAD 22% | TAIL 10% | B/ATR 0.5
2006-09-29 | Bear | 33.25 / -0.9% | HEAD 37% | TAIL 33% | B/ATR 0.3
2006-10-02 | Bear | 32.96 / -0.4% | HEAD 377% | TAIL 54% | B/ATR 0.1
2006-10-03 | Bear | 32.25 / -1.1% | HEAD 16% | TAIL 41% | B/ATR 0.4
2006-10-04 | Bull | 32.16 / 0.6% | HEAD 228% | TAIL 172% | B/ATR 0.2
2006-10-05 | Bear | 31.6 / -1.5% | HEAD 13% | TAIL 29% | B/ATR 0.5
2006-10-06 | Bull | 31.31 / 0.8% | HEAD 4% | TAIL 46% | B/ATR 0.3
2006-10-09 | Bull | 31.43 / 1.0% | HEAD 100% | TAIL 32% | B/ATR 0.3
2006-10-10 | Bear | 31.23 / -0.8% | HEAD 46% | TAIL 83% | B/ATR 0.3
2006-10-11 | Bull | 31.98 / 2.4% | HEAD 16% | TAIL 15% | B/ATR 0.8
2006-10-12 | Bull | 32.49 / 0.8% | HEAD 37% | TAIL 156% | B/ATR 0.3
2006-10-13 | Bull | 32.81 / 0.7% | HEAD 71% | TAIL 50% | B/ATR 0.3
2006-10-16 | Bull | 33.06 / 0.6% | HEAD 100% | TAIL 147% | B/ATR 0.2
2006-10-17 | Bear | 32.36 / -0.6% | HEAD 57% | TAIL 129% | B/ATR 0.2
2006-10-18 | Bear | 31.57 / -1.0% | HEAD 103% | TAIL 161% | B/ATR 0.4
2006-10-19 | Bear | 31.62 / -1.5% | HEAD 0% | TAIL 83% | B/ATR 0.5
2006-10-20 | Bear | 31.37 / -0.9% | HEAD 11% | TAIL 26% | B/ATR 0.3
2006-10-23 | Bull | 31.88 / 2.8% | HEAD 12% | TAIL 2% | B/ATR 0.9
2006-10-24 | Bear | 30.52 / -3.8% | HEAD 6% | TAIL 3% | B/ATR 1.3
2006-10-25 | Bull | 30.73 / 1.8% | HEAD 57% | TAIL 36% | B/ATR 0.6
2006-10-26 | Bear | 30.66 / -0.6% | HEAD 53% | TAIL 176% | B/ATR 0.2
2006-10-27 | Bear | 29.9 / -2.2% | HEAD 0% | TAIL 24% | B/ATR 0.7
2006-10-30 | Bull | 30.16 / 1.2% | HEAD 100% | TAIL 22% | B/ATR 0.4
2006-10-31 | Bull | 30.18 / 0.3% | HEAD 200% | TAIL 200% | B/ATR 0.1
2006-11-01 | Bear | 29.97 / -1.6% | HEAD 10% | TAIL 20% | B/ATR 0.6
2006-11-02 | Bear | 29.74 / -0.4% | HEAD 145% | TAIL 118% | B/ATR 0.1
2006-11-03 | Bear | 29.57 / -1.3% | HEAD 3% | TAIL 10% | B/ATR 0.4
2006-11-06 | Bull | 29.74 / 0.7% | HEAD 77% | TAIL 130% | B/ATR 0.2
2006-11-07 | Bear | 29.74 / -0.3% | HEAD 462% | TAIL 150% | B/ATR 0.1
2006-11-08 | Bear | 29.35 / -0.5% | HEAD 200% | TAIL 121% | B/ATR 0.2
2006-11-09 | Bear | 28.66 / -3.2% | HEAD 7% | TAIL 17% | B/ATR 1.0
2006-11-10 | Bull | 28.74 / 0.3% | HEAD 88% | TAIL 400% | B/ATR 0.1
2006-11-13 | Bull | 28.96 / 0.6% | HEAD 144% | TAIL 89% | B/ATR 0.2
2006-11-14 | Bull | 29.66 / 1.7% | HEAD 20% | TAIL 65% | B/ATR 0.6
2006-11-15 | Bull | 30.17 / 0.7% | HEAD 136% | TAIL 50% | B/ATR 0.2
2006-11-16 | Bear | 30.26 / -0.5% | HEAD 13% | TAIL 240% | B/ATR 0.2
2006-11-17 | Bear | 30.04 / -0.1% | HEAD 200% | TAIL 375% | B/ATR 0.0
2006-11-20 | Bull | 30.17 / 0.6% | HEAD 128% | TAIL 94% | B/ATR 0.2
2006-11-21 | Bear | 29.67 / -0.8% | HEAD 148% | TAIL 17% | B/ATR 0.3
2006-11-22 | Bull | 30.19 / 1.2% | HEAD 3% | TAIL 23% | B/ATR 0.4
2006-11-24 | Bull | 30.02 / 0.1% | HEAD 1500% | TAIL 250% | B/ATR 0.0
2006-11-27 | Bear | 29.38 / -2.1% | HEAD 27% | TAIL 13% | B/ATR 0.7
2006-11-28 | Bull | 29.52 / 1.1% | HEAD 9% | TAIL 66% | B/ATR 0.4
2006-11-29 | Bear | 29.18 / -1.9% | HEAD 10% | TAIL 31% | B/ATR 0.7
2006-11-30 | Bull | 29.55 / 0.9% | HEAD 100% | TAIL 148% | B/ATR 0.3
2006-12-01 | Bear | 29.13 / -1.1% | HEAD 50% | TAIL 175% | B/ATR 0.4
2006-12-04 | Bull | 29.64 / 1.2% | HEAD 69% | TAIL 83% | B/ATR 0.4
2006-12-05 | Bear | 29.7 / -0.5% | HEAD 171% | TAIL 86% | B/ATR 0.2
2006-12-06 | Bull | 30.07 / 0.8% | HEAD 16% | TAIL 112% | B/ATR 0.3
2006-12-07 | Bear | 29.75 / -1.5% | HEAD 24% | TAIL 11% | B/ATR 0.5
2006-12-08 | Bear | 29.4 / -0.6% | HEAD 83% | TAIL 78% | B/ATR 0.2
2006-12-11 | Bear | 29.3 / -0.3% | HEAD 470% | TAIL 120% | B/ATR 0.1
2006-12-12 | Bull | 29.77 / 0.8% | HEAD 24% | TAIL 160% | B/ATR 0.3
2006-12-13 | Bear | 29.43 / -1.5% | HEAD 13% | TAIL 35% | B/ATR 0.5
2006-12-14 | Bull | 29.93 / 2.1% | HEAD 5% | TAIL 8% | B/ATR 0.7
2006-12-15 | Bear | 29.67 / -3.3% | HEAD 25% | TAIL 18% | B/ATR 1.2
2006-12-18 | Bear | 29.63 / -0.3% | HEAD 400% | TAIL 637% | B/ATR 0.1
2006-12-19 | Bear | 28.87 / -1.5% | HEAD 32% | TAIL 61% | B/ATR 0.5
